"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","cc4","cc1pass","cc2pass","cc3pass","cc4pass","experienced","instructions_time","total_time","stamp","id"
"APGUE1GWCW0MX","caus_thomas_fire_v6","3KYQYYSHYV8MZ02Q079NOK6XOBSDOS","0","0","0","50%","100%","10%","English","1","1","1","0","No","86987","172544","2017-10-17 14:27:06","3934"
"A2V2I8HXL9EHQ1","caus_thomas_fire_v6","3K9FOBBF2HKNFRQ6C97YS8EX7APNL3","0","0","0","50%","100%","90%","Math","1","1","1","1","No","44987","71801","2017-10-17 14:27:23","3935"
"AC7PXTENVPO8L
","caus_thomas_fire_v6","3S4AW7T80BJ1TJG0U4S2TZ8XGTUL46","0","0","0","50%","25%","10%","English","1","0","1","1","No","88139","151589","2017-10-17 14:27:31","3936"
"AE05QWB4IQA44","caus_thomas_fire_v6","37Q970SNZE975XE7RV617NFPW3T1SO","0","0","0","50%","100%","10%","Math","1","1","1","1","No","69863","109376","2017-10-17 14:27:32","3937"
"AVOF14300525D","caus_thomas_fire_v6","3DZQRBDBSLG3F0SMEZKKVGUMUN63SH","0","0","0","50%","100%","90%","Math","1","1","1","1","No","65579","105357","2017-10-17 14:27:37","3938"
"AK467M5VTG7N4","caus_thomas_fire_v6","3X87C8JFV6CVM1YOCAWG8ONX4FJSQ8","0","0","0","50%","100%","10%","Math","1","1","1","1","No","153176","238061","2017-10-17 14:27:54","3939"
"A3VIGT44T83M5S","caus_thomas_fire_v6","32UTUBMZ7GXOAND3NN4VOMC5HJDVB5","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","99545","166840","2017-10-17 14:28:09","3940"
"A21EPR8KW0GWX2","caus_thomas_fire_v6","3UXUOQ9OKEYHGN7FZB1JNXCWDJNA7Z","0","0","0","50%","100%","90%","English","1","1","1","1","No","47904","84718","2017-10-17 14:29:02","3941"
"A2UVD05SNXJBTF","caus_thomas_fire_v6","37TD41K0AHARS0O57SVLOJYG00LCSQ","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","52059","90200","2017-10-17 14:29:13","3942"
"A29U4ZQRLMIB61","caus_thomas_fire_v6","3OVHNO1VE62YY4GX2GK44ID18FWZDH","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","59717","101759","2017-10-17 14:29:14","3943"
"A3I9743KVD971V","caus_thomas_fire_v6","39GAF6DQWR1NXPVBLQB6IAZWV7H1VN","0","0","0","50%","100%","10%","Math","1","1","1","0","Yes","53753","99540","2017-10-17 14:29:19","3944"
"A2SHX1MACQJ5K5","caus_thomas_fire_v6","3B837J3LDOXVY2DOPPLGDEX201NSRB","0","0","0","50%","100%","10%","Math","1","1","1","1","No","45202","87349","2017-10-17 14:29:24","3945"
"A3BBAD8UB2C9HO","caus_thomas_fire_v6","33L7PJKHCGZQVXB7FGK6W2YJCSD8T4","0","0","0","50%","100%","10%","English","1","1","1","1","No","98862","146977","2017-10-17 14:29:26","3946"
"A38TZK07ON180S","caus_thomas_fire_v6","3XXU1SWE8MW3YC7VECGA8I2955G0AO","0","0","0","50%","100%","10%","English","1","1","1","1","No","164297","249980","2017-10-17 14:29:26","3947"
"AS6RFMS6SX06X","caus_thomas_fire_v6","3HFNH7HEMHFSWWPXHA2ZJA4UG4RGQE","0","0","0","50%","100%","90%","Math","1","1","1","1","No","97815","159933","2017-10-17 14:29:29","3948"
"APQM2KTVCKDDV
Hello, Amy Motika  |  Sign Out
APQM2KTVCKDDV
Hello, Amy Motika  |  Sign Out
APQM2KTVCK","caus_thomas_fire_v6","3LUY3GC63Z1O3RDHOUJGDS1RC5M7PB","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","89329","142547","2017-10-17 14:29:31","3949"
"A1Q6IR9E7MW3BM
","caus_thomas_fire_v6","3YMTUJH0DSHPCWO53DUTFQIEA6I4TU","0","0","0","50%","100%","10%","Math","1","1","1","0","No","59054","107439","2017-10-17 14:29:32","3950"
"ACKVAGNOUSDL0","caus_thomas_fire_v6","3JWH6J9I9SEB2I4ULWI4E5ISVG8NBD","0","0","0","50%","100%","10%","English","1","1","1","1","No","117528","1077146","2017-10-17 14:29:35","3951"
"AI7FHEGINMC0L","caus_thomas_fire_v6","3QILPRALQ5WS0K6NIKYUN3SRNARN8I","0","0","0","50%","50%","50%","English","1","0","0","0","Yes","65773","118430","2017-10-17 14:29:39","3952"
"A8LN94NNLE8MU","caus_thomas_fire_v6","37U1UTWH9VNDFIYFBRFBWNX1O79R83","0","0","0","50%","100%","90%","Math","1","1","1","1","No","552518","755523","2017-10-17 14:29:45","3953"
"A19BEDJTKWEDDM","caus_thomas_fire_v6","3PH3VY7DJLYX7AGOJBPUW62MFV2ZWQ","0","0","0","50%","100%","90%","English","1","1","1","1","No","94185","117710","2017-10-17 14:29:45","3954"
"A2UF2FRGVW4T89","caus_thomas_fire_v6","3RKNTXVS3MZKX0PWXD3CKLSMMHX4A9","0","0","0","50%","100%","90%","Math","1","1","1","1","No","96358","153149","2017-10-17 14:30:00","3955"
"A1IMU6GWPN1Y9D","caus_thomas_fire_v6","3R08VXYT7CWEN0AI0GXB5M9N52PW7V","0","0","0","50%","25%","90%","English","1","0","1","0","No","76808","129303","2017-10-17 14:30:04","3956"
"A1DJ9LK9D3ZV1V","caus_thomas_fire_v6","3QAPZX2QN4EET9CR1XNV20JBTHP20K","0","0","0","50%","100%","10%","Math","1","1","1","1","No","101438","163089","2017-10-17 14:30:35","3957"
"A49HPQ9P5AHU4","caus_thomas_fire_v6","37Q970SNZE975XE7RV617NFPW4V1SS","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","47855","70355","2017-10-17 14:30:35","3958"
"A3D3EB91I4WAXE","caus_thomas_fire_v6","33UKMF9319L9TH3VIEV1NYU6Q5ZTTF","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","51594","88549","2017-10-17 14:30:36","3959"
"AK9JRJJOTQ4E8","caus_thomas_fire_v6","3M81GAB8A0KW5FHM1OALIZDX0RZQB7","0","0","0","25%","50%","90%","Math","0","0","1","1","No","87073","130187","2017-10-17 14:30:40","3960"
"A3N8JP3QR3VPE8","caus_thomas_fire_v6","3YW4XOSQKQMNKA6BG011MOXDH0EU1X","0","0","0","100%","100%","100%","English","0","1","0","1","No","63759","112583","2017-10-17 14:30:42","3961"
"A1XLKP50VFNDGN","caus_thomas_fire_v6","3WMINLGALB4NS42BQS9U3J4AEUEACS","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","92439","174443","2017-10-17 14:30:53","3962"
"AELOYBHVZFDW9","caus_thomas_fire_v6","3M0NZ3JDP1Z3UR14NA2L66P9VYRZ52","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","53692","102376","2017-10-17 14:31:02","3963"
"A1OY40VC86UZZ5","caus_thomas_fire_v6","3X3OR7WPZZ12CK3267IFABO2IFQL8D","0","0","0","50%","25%","10%","English","1","0","1","1","No","155545","199392","2017-10-17 14:31:11","3964"
"A364KJDYEBAWC9","caus_thomas_fire_v6","3HWRJOOET536PY8J3J1GE7YJLCYSEZ","0","0","0","50%","100%","90%","English","1","1","1","0","Yes","36426","71476","2017-10-17 14:31:25","3965"
"A1J53Y1SD6R5XW","caus_thomas_fire_v6","3OSWBBLG1EY9T9GI1YWJ7XXQ0FZXDJ","0","0","0","50%","100%","10%","English","1","1","1","1","No","81207","106901","2017-10-17 14:31:28","3966"
"A3TXXGNBHYC7GF","caus_thomas_fire_v6","333U7HK6I9G8YPBTKUHIGOPBPHKDJB","0","0","0","50%","25%","90%","English","1","0","1","1","No","113066","177224","2017-10-17 14:31:32","3967"
"AK8UFPN8QOSK5","caus_thomas_fire_v6","3EG49X351UDA8013RBO51RNYJTAX6P","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","46193","124712","2017-10-17 14:31:32","3968"
"AFIFVNL3CREJN","caus_thomas_fire_v6","3PW9OPU9PQLE0YX9XGRVG52LYAW12P","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","55335","84901","2017-10-17 14:31:50","3969"
"A1NDDFSSUAMUTR","caus_thomas_fire_v6","3QL2OFSM96JUCNW0ZWEZPPOAD1ANCM","0","0","0","50%","100%","90%","English","1","1","1","1","No","68681","122724","2017-10-17 14:31:59","3970"
"AO573U525Q21O","caus_thomas_fire_v6","3WEV0KO0OMT1XSUJ7OQW8PGYL0XSD6","0","0","0","50%","100%","90%","Math","1","1","1","1","No","59040","118343","2017-10-17 14:32:04","3971"
"A3KT7FHYY6PF2P","caus_thomas_fire_v6","3TGOYF991XN3T7X9IOBLXQ2ASXAUUV","0","0","0","100%","100%","90%","Math","0","1","1","0","Yes","24180","47464","2017-10-17 14:32:09","3972"
"A1ZN6V0PU8VVAH","caus_thomas_fire_v6","3WJ1OXY92AHLG1CY9GTP1X8RO4UA8P","0","0","0","50%","100%","90%","English","1","1","1","1","No","54155","108114","2017-10-17 14:32:10","3973"
"A2NEP51CWP5VQT","caus_thomas_fire_v6","3X08E93BHVJXPLH7QOFF1EAEMPB664","0","0","0","50%","100%","90%","English","1","1","1","1","No","50875","88180","2017-10-17 14:32:27","3974"
"A2D3TXA2QAVPXW","caus_thomas_fire_v6","37TRT2X24QSFJSD96YQCLY1BMW8BJ2","0","0","0","50%","100%","90%","English","1","1","1","1","No","142833","185431","2017-10-17 14:32:37","3975"
"A24W1M0GILRCJ3","caus_thomas_fire_v6","392CY0QWG1SZ3I8U91VP1JG5ZQ34IG","0","0","0","50%","100%","90%","English","1","1","1","0","Yes","94125","160549","2017-10-17 14:32:40","3976"
"A3RXWX2HX0GU6T","caus_thomas_fire_v6","3YDGXNSEOZV6ECWH0FJYOUMRWTW848","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","106428","192211","2017-10-17 14:32:48","3977"
"A2ZBKJCZPT4Z0V","caus_thomas_fire_v6","3NL0RFNU0FOQ9DYI94G1EZVIRUSK47","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","46340","83699","2017-10-17 14:32:58","3978"
"A3AV8KOZW78IEW","caus_thomas_fire_v6","3V5Q80FXIXSAA1BOKK5E4YHIWUA32J","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","70000","127911","2017-10-17 14:33:07","3979"
"A1L2N1X8U8Z3W7","caus_thomas_fire_v6","31IBVUNM9S0EN4PJSPQR7C3QWI8VFS","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","37243","65863","2017-10-17 14:33:20","3980"
"AF9NG1PF59D1U","caus_thomas_fire_v6","3FTF2T8WLRJI1JYBFDVVJI0T0TF9WO","0","0","0","50%","100%","10%","Math","1","1","1","1","No","65385","100671","2017-10-17 14:33:24","3981"
"A12702RT8H45H8","caus_thomas_fire_v6","3CFJTT4SXTRWM5QDBZTW4V0FQSTI7E","0","0","0","50%","100%","90%","English","1","1","1","1","No","49562","77251","2017-10-17 14:33:24","3982"
"A3A6PPZ2EJTW6L","caus_thomas_fire_v6","3MTMREQS4VJW628G7J9VFDBD6BXWAQ","0","0","0","50%","100%","10%","English","1","1","1","1","No","56014","83450","2017-10-17 14:33:37","3983"
"A1R93MQYAFEVX1","caus_thomas_fire_v6","3VD82FOHKQPCU8WC0BEC4EOF3CJCOW","0","0","0","100%","100%","90%","Math","0","1","1","1","No","53897","106998","2017-10-17 14:33:53","3984"
"A3A8P4UR9A0DWQ","caus_thomas_fire_v6","3BDCF01OGXVHRQUKJBG99OC4BUNYLY","0","0","0","50%","25%","10%","English","1","0","1","1","No","65038","98371","2017-10-17 14:33:59","3985"
"AYLJCFV3ZPX85","caus_thomas_fire_v6","33IZTU6J812FVYZ0YOR82WJQ1JASXB","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","53825","113554","2017-10-17 14:34:00","3986"
"A3R457FAWQXZN3","caus_thomas_fire_v6","33TIN5LC04BMQOTBUEDJ4FL9B1FY9C","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","47475","75860","2017-10-17 14:34:14","3987"
" A270Q1X6J1JTKK","caus_thomas_fire_v6","3TR2532VIPV9DGWEA794AIFJ8VXJ6P","0","0","0","50%","100%","90%","English","1","1","1","1","No","156896","243874","2017-10-17 14:34:25","3988"
"A244X2KYRPNOEO","caus_thomas_fire_v6","3ZY8KE4ISJ4BETFS651LJB743KHVQM","0","0","0","50%","100%","10%","Math","1","1","1","1","No","35299","67296","2017-10-17 14:34:54","3989"
"A1SHLCA57M79E6","caus_thomas_fire_v6","3E1QT0TDFPA0MJVWL4L2IVWA1C08IS","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","78183","121512","2017-10-17 14:34:56","3990"
"AY7118XTQ3FDG","caus_thomas_fire_v6","3GFK2QRXX9IZ0WWZCNIE72VREXX5WU","0","0","0","50%","100%","90%","English","1","1","1","1","No","35105","61939","2017-10-17 14:34:57","3991"
"A2PZG5F8RIESH9","caus_thomas_fire_v6","3P1L2B7AD1Q5XCQIDO7B7XE2XKTOLI","0","0","0","50%","100%","90%","Math","1","1","1","0","No","44118","72580","2017-10-17 14:35:29","3992"
"A1EOOTAGDRW618","caus_thomas_fire_v6","339ANSOTR53KHKXXUTI58051WCUIKL","0","0","0","50%","100%","90%","Math","1","1","1","0","No","61356","117216","2017-10-17 14:35:43","3993"
"A2UGM73EHLK6XI","caus_thomas_fire_v6","3ERMJ6L4DYTIIOG4WEROWO7W71D7MJ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","92867","165218","2017-10-17 14:35:44","3994"
"AP4FDDWBJW470","caus_thomas_fire_v6","3P4RDNWND57P60RFC8IT7L5OHNUJIN","0","0","0","50%","50%","90%","Math","1","0","1","1","No","43637","117423","2017-10-17 14:35:48","3995"
"A3GXC3VG37CQ3G","caus_thomas_fire_v6","3TMSXRD2X610CEVGB0G24CIA2HRW12","0","0","0","50%","100%","90%","Math","1","1","1","1","Not sure","57990","107470","2017-10-17 14:35:50","3996"
"A1E9ZDTKEVRELR","caus_thomas_fire_v6","3Y9N9SS8LYCXDB94H9PV0H8MTL03DT","0","0","0","50%","100%","10%","Math","1","1","1","1","No","101320","160978","2017-10-17 14:36:09","3997"
"A3EPDU2O2JMR50","caus_thomas_fire_v6","3IOEN3P9S7K2IZGAKI3Y6IJXEFZ61C","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","94681","136807","2017-10-17 14:36:11","3998"
"acdc6staalwve","caus_thomas_fire_v6","3570Y55XZPK15YGJ8KJTWW7WFEBYG4","0","0","0","25%","100%","10%","Math","0","1","1","1","No","45374","82622","2017-10-17 14:36:18","3999"
"AXP9EUIBIXSI4","caus_thomas_fire_v6","37W3JXSD669X2K6JNPNBIZTK920WY0","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","98499","211521","2017-10-17 14:36:38","4000"
"A1UUXS11BBL23H","caus_thomas_fire_v6","3YT88D1N08Z5RHFE9QBI4U3CDUX3K6","0","0","0","50%","100%","90%","Math","1","1","1","1","No","122060","202356","2017-10-17 14:36:45","4001"
"A2LL81ERU0Y7E6","caus_thomas_fire_v6","3C5W7UE9CFRCX3MVERVMQNKK9USXM4","0","0","0","50%","100%","10%","Math","1","1","1","1","No","88033","136131","2017-10-17 14:36:53","4002"
"A1V008GUJ9V9VF","caus_thomas_fire_v6","3DPNQGW4LLGJAYDT70M04GQ0QZA46O","0","0","0","50%","100%","90%","Math","1","1","1","1","No","77597","111368","2017-10-17 14:37:03","4003"
"A2KBZ75HMJ7KVX","caus_thomas_fire_v6","31T4R4OBOSH5924DJPXATS2KDM7C72","0","0","0","50%","100%","90%","Math","1","1","1","1","No","56538","99210","2017-10-17 14:37:03","4004"
"A1NLNWNKB8XI8E","caus_thomas_fire_v6","3RXCAC0YIRQMQSP1VGLZXJJUMZ98G1","0","0","0","50%","100%","90%","Math","1","1","1","1","Not sure","58644","104894","2017-10-17 14:37:04","4005"
"A1SG4QNSJCKJVM","caus_thomas_fire_v6","3R9WASFE2ZHVWOUTTMFUSIGMKTFZFX","0","0","0","50%","100%","90%","Math","1","1","1","1","No","102726","157813","2017-10-17 14:37:06","4006"
"A1SOS8EIJCSEKH","caus_thomas_fire_v6","3ZR9AIQJUBAOWNRE5B6JVFG9DWN04I","0","0","0","25%","100%","90%","Math","0","1","1","1","No","125900","237496","2017-10-17 14:37:11","4007"
"ARL1RARTYFMKH","caus_thomas_fire_v6","34YB12FSQYP1BHR5PHVI21KP64YMG3","0","0","0","50%","100%","90%","Math","1","1","1","1","No","46803","75118","2017-10-17 14:37:16","4008"
"A27PVIL93ZMY46","caus_thomas_fire_v6","3SKRO2GZ71S9HE1ZMMXZG1OFFAKK1W","0","0","0","50%","100%","90%","Math","1","1","1","0","Yes","40226","79579","2017-10-17 14:37:20","4009"
"A3T7N805PVNEXN","caus_thomas_fire_v6","3CPLWGV3MO0SEPPXNC48NZN27G89NS","0","0","0","50%","100%","10%","Math","1","1","1","1","No","55826","99913","2017-10-17 14:37:27","4010"
"A1HFWZMIPQU603
","caus_thomas_fire_v6","30BXRYBRP4YBGPGUDPJNWZYHJ6PWH3","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","53897","91766","2017-10-17 14:37:36","4011"
"A2YJ65T8Q93E6V","caus_thomas_fire_v6","3M1CVSFP606RM5CUVAAPNOTRIAIAQ2","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","79677","127367","2017-10-17 14:37:38","4012"
"AXRHEJ3POWHEQ","caus_thomas_fire_v6","35K3O9HUABEXLT3XXZ1H78F4WN6EF6","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","110932","204410","2017-10-17 14:37:39","4013"
"A300RDXQAYZ6VR","caus_thomas_fire_v6","30H4UDGLT2J7OUK4S0L5WAYH7UAMPU","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","86134","140729","2017-10-17 14:37:54","4014"
"AEWPAZBYA7XE","caus_thomas_fire_v6","3ZAK8W07I4FNDLLTKHX18JE3C9CU00","0","0","0","50%","100%","10%","English","1","1","1","0","Yes","83965","126420","2017-10-17 14:37:58","4015"
"A16RCHXFKW7KWW","caus_thomas_fire_v6","3DBQWDE4Y6Z9D2NLKMRRBJI0LLT5N3","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","245318","299367","2017-10-17 14:38:14","4016"
"A21H2UDDHN8ZF","caus_thomas_fire_v6","3I2PTA7R3TVXYILG71NEH2WNNL7QKQ","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","141208","172859","2017-10-17 14:38:14","4017"
"AGDJB8B8CDZ71","caus_thomas_fire_v6","3KXIR214I4HVSXUSKYAXE39OAU7244","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","45094","90629","2017-10-17 14:38:20","4018"
"A1RPQXFV02P72A
A1RPQXFV02P72A
A1RPQXFV02P72A
A1RPQXFV02P72A","caus_thomas_fire_v6","35GCEFQ6I5P0GCE09RESR9RPH3B3ZT","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","81915","136285","2017-10-17 14:38:21","4019"
"A29RCGY1GBMU18","caus_thomas_fire_v6","3LRKMWOKB5IBVUIH5R0N8ZMXBPC2ZI","0","0","0","50%","100%","10%","English","1","1","1","1","No","61046","102768","2017-10-17 14:38:28","4020"
"A16G6PPH1INQL8","caus_thomas_fire_v6","336YQZE83VF3VK2L8LCRY4T0GUF5MX","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","66440","129663","2017-10-17 14:38:30","4021"
"ADHRGJ9YF7V7N","caus_thomas_fire_v6","3VE8AYVF8MYGCST6KWFHFYJILK98F2","0","0","0","50%","100%","90%","Math","1","1","1","1","No","87718","166575","2017-10-17 14:38:31","4022"
"A2JUELKWP5O5FB","caus_thomas_fire_v6","3483FV8BEEK97KY63M3CB1T26LE62U","0","0","0","50%","25%","10%","English","1","0","1","1","No","119737","176115","2017-10-17 14:38:32","4023"
"A2M6URTK6WO6XJ
","caus_thomas_fire_v6","3WRFBPLXRAP6ZN0H633YWMKG7P13NA","0","0","0","50%","100%","90%","English","1","1","1","1","No","111244","161494","2017-10-17 14:38:33","4024"
"A4JS2C4BV53LO
","caus_thomas_fire_v6","3KWTYT08704JP2K089BCYREBGQV5L3","0","0","0","50%","100%","90%","Math","1","1","1","0","No","49339","93302","2017-10-17 14:38:35","4025"
"A1T0NW527WZT7G","caus_thomas_fire_v6","3PH3VY7DJLYX7AGOJBPUW62MFW5WZS","0","0","0","50%","100%","90%","English","1","1","1","1","No","85806","109257","2017-10-17 14:38:43","4026"
"A271U2W2KVE2UL","caus_thomas_fire_v6","3NGI5ARFTT6AS5YFZE27CIAE9KPP11","0","0","0","100%","100%","100%","English","0","1","0","1","No","128740","228178","2017-10-17 14:38:44","4027"
"A2YP60DM1HYTH8","caus_thomas_fire_v6","3MMN5BL1WZ50H5FHU2OYJ7VG2ZR3MA","0","0","0","50%","100%","90%","Math","1","1","1","1","No","41298","72945","2017-10-17 14:38:45","4028"
"A2N5Y21ZYXCWTX","caus_thomas_fire_v6","3ZGVPD4G6TI5FTCUO6KJ9MVNB2OZT6","0","0","0","50%","100%","90%","Math","1","1","1","1","No","44549","128807","2017-10-17 14:38:45","4029"
"A1P458P1C6JOXP","caus_thomas_fire_v6","3IKZ72A5B4H1FZGAQY40XV9DAF8NF5","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","51220","89927","2017-10-17 14:38:46","4030"
"AJNQ2PBD07FKE","caus_thomas_fire_v6","3FUI0JHJPXZZVJ77OKJJN8MA27733P","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","44413","71339","2017-10-17 14:38:58","4031"
"A34FFFROPR98NA","caus_thomas_fire_v6","3WYGZ5XF3WG9BY0TZ5CJC2BO5AXSKO","0","0","0","50%","100%","90%","English","1","1","1","1","No","77589","123343","2017-10-17 14:38:58","4032"
"A1TGT6FVIZRNS5","caus_thomas_fire_v6","34S9DKFK73Q7FQX5VOWOMGGTGQYYND","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","60173","118365","2017-10-17 14:39:08","4033"
"AMKEGABQMZYIK","caus_thomas_fire_v6","3OLQQLKKNSQDQVPTGPS2M67WPUPJEG","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","65349","115111","2017-10-17 14:39:25","4034"
"A1LMI4J68TT02V","caus_thomas_fire_v6","3IRIK4HM3ALM52Q80FSINE2OICS6C4","0","0","0","50%","100%","90%","English","1","1","1","1","No","78572","141836","2017-10-17 14:39:32","4035"
"A1IPD4WBT3A5GG","caus_thomas_fire_v6","3ZDAD0O1T1EGAYCFNOWYC1FC32QXT7","0","0","0","50%","100%","90%","English","1","1","1","1","No","56656","148813","2017-10-17 14:39:38","4036"
"A1ZHX85H6OKMKK","caus_thomas_fire_v6","3X3OR7WPZZ12CK3267IFABO2IGWL8L","0","0","0","50%","100%","90%","Math","1","1","1","1","No","65944","100579","2017-10-17 14:39:42","4037"
"A2P4XO56QBO5JS","caus_thomas_fire_v6","3T3IWE1XG6OW11B31A16ITJJ6Z3QT3","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","80858","132935","2017-10-17 14:39:44","4038"
"A2F93SIUUV5HQH","caus_thomas_fire_v6","3TUI152ZZBOVSHZUZRHWCN0OEGDQ1V","0","0","0","50%","100%","10%","English","1","1","1","1","No","61777","99344","2017-10-17 14:39:54","4039"
"A1GFN7WDJ0GX5V","caus_thomas_fire_v6","3SLE99ER0NE5J7IDOKTY9SP15VOBZS","0","0","0","50%","100%","10%","Math","1","1","1","1","No","35306","57119","2017-10-17 14:40:00","4040"
"A1I3F99BZ6PWUN","caus_thomas_fire_v6","3JRJSWSMQHM25HN4D40F6ZQ7TX43EP","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","43322","77001","2017-10-17 14:40:01","4041"
"A3BHWO6HBWCB6P
","caus_thomas_fire_v6","3R08VXYT7CWEN0AI0GXB5M9N53V7WE","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","56480","98048","2017-10-17 14:40:09","4042"
"A231ZXYHPSNUJQ","caus_thomas_fire_v6","3LS2AMNW5FRGO96V5TF7OJDW7RNQOI","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","75759","113179","2017-10-17 14:40:20","4043"
"ALZVG5501Y5IX","caus_thomas_fire_v6","369J354OFDBZME6D21O1D5N3G4L6GF","0","0","0","50%","100%","90%","English","1","1","1","1","No","58614","94894","2017-10-17 14:40:22","4044"
"AJITIN95JSBAR","caus_thomas_fire_v6","3MRNMEIQW57ETFZTNFTVW323T7UDLK","0","0","0","50%","100%","10%","English","1","1","1","1","No","64704","98333","2017-10-17 14:40:25","4045"
"A120PN22KW0VPY","caus_thomas_fire_v6","3BF51CHDTVBI8ZF9KIQ2P4PDI1BH0N","0","0","0","50%","25%","90%","English","1","0","1","0","No","89577","155303","2017-10-17 14:40:28","4046"
"A2YLSDVP8Z0ZMV
","caus_thomas_fire_v6","3XIQGXAUMC9TC0F8ALTX75NUE5Z7X5","0","0","0","50%","25%","10%","English","1","0","1","1","No","143119","210967","2017-10-17 14:40:28","4047"
"A3QDBNW2H8EMFW","caus_thomas_fire_v6","3M68NM076H8QB4FRICIDC91AIDW6RB","0","0","0","50%","100%","10%","Math","1","1","1","1","No","56925","84859","2017-10-17 14:40:34","4048"
"A1TTFE7OTLIJW8","caus_thomas_fire_v6","3A4NIXBJ760HX95608SYFTPX2LMMLB","0","0","0","50%","100%","10%","English","1","1","1","1","No","39814","70749","2017-10-17 14:40:38","4049"
"A1H6AZSS5DQ0KD","caus_thomas_fire_v6","32RIADZISS5OXWBQEDP35LMS8NX4SY","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","46672","73979","2017-10-17 14:40:42","4050"
"A14ZZHR5MXBT3C","caus_thomas_fire_v6","379J5II41OHJLLDTJA4F2LKOTIOLEC","0","0","0","50%","100%","10%","Math","1","1","1","1","No","78490","138122","2017-10-17 14:40:51","4051"
"A3AV5L0D66A01X
A3AV5L0D66A01X
A3AV5LOD66A01X","caus_thomas_fire_v6","3X4MXAO0BGPO5JUX9UVHA30N6EKRWQ","0","0","0","50%","100%","50%","Math","1","1","0","0","No","46645","76307","2017-10-17 14:41:14","4052"
"A2ECKFN36SS0J7","caus_thomas_fire_v6","324G5B4FB39LFA9X794QYR0J4YG70C","0","0","0","50%","100%","90%","Math","1","1","1","1","No","82469","131665","2017-10-17 14:41:19","4053"
"A178HLPTQ99LOG","caus_thomas_fire_v6","3V0Z7YWSIY1UMAD74UBKNT91NE82VK","0","0","0","50%","100%","10%","Math","1","1","1","1","No","41391","72834","2017-10-17 14:41:33","4054"
"A2UNSF09FWX9S8
","caus_thomas_fire_v6","3483FV8BEEK97KY63M3CB1T26LH26T","0","0","0","50%","100%","10%","Math","1","1","1","1","No","56934","102717","2017-10-17 14:41:44","4055"
"A258MR1IS96JEP","caus_thomas_fire_v6","3LWJHTCVCCNMIWT26QWH1P4IFQTQFT","0","0","0","50%","100%","10%","Math","1","1","1","1","No","52139","87622","2017-10-17 14:41:46","4056"
"A289D98Z4GAZ28","caus_thomas_fire_v6","3WQQ9FUS6AVQZBHQFUTLW8SX6MI8BL","0","0","0","50%","100%","10%","Math","1","1","1","1","No","128600","278588","2017-10-17 14:42:00","4057"
"AW0XXNPFHP7XD","caus_thomas_fire_v6","3OLF68YTN92UVGMLHUZVBPPDB74FA6","0","0","0","50%","25%","10%","English","1","0","1","1","Not sure","174653","226266","2017-10-17 14:42:09","4058"
"AR72L0JX4D03W","caus_thomas_fire_v6","3WOKGM4L71HS0G1WOVLS9DMEUNQO0J","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","73923","127525","2017-10-17 14:42:13","4059"
